"name","points","speed","dist","dist_points","note_points","id","round","wind_comp","gate_points"
"104732","forfang johann andre",92.9,92.1,106,34.8,49,"2021JP3004RLQ","qualification",9.1,0
"104733","prevc peter",92.5,92.1,102,27.6,46,"2021JP3004RLQ","qualification",18.9,0
"104734","soukup matthew",92.5,92,106.5,35.7,49,"2021JP3004RLQ","qualification",7.8,0
"104735","boyd-clowes mackenzie",91.4,92.4,99.5,23.1,48,"2021JP3004RLQ","qualification",20.3,0
"104736","baer moritz",91.2,91.6,104,31.2,48,"2021JP3004RLQ","qualification",12,0
"104737","paschke pius",90.7,92,99.5,23.1,47,"2021JP3004RLQ","qualification",20.6,0
"104738","koudelka roman",89.8,92,104,31.2,50,"2021JP3004RLQ","qualification",8.6,0
"104739","sato yukiya",88.4,91.5,99.5,23.1,47.5,"2021JP3004RLQ","qualification",17.8,0
"104740","nazarov mikhail",88.3,92,102.5,28.5,48,"2021JP3004RLQ","qualification",11.8,0
"104741","contamine mathis",83.6,91.8,103,29.4,47,"2021JP3004RLQ","qualification",7.2,0
"104742","peter dominik",83.3,92.1,99.5,23.1,47.5,"2021JP3004RLQ","qualification",12.7,0
"104743","larson casey",83.1,91.5,101.5,26.7,47.5,"2021JP3004RLQ","qualification",8.9,0
"104744","kozisek cestmir",79,92,98.5,21.3,47,"2021JP3004RLQ","qualification",10.7,0
"104745","jelar ziga",78.5,92.3,97.5,19.5,46.5,"2021JP3004RLQ","qualification",12.5,0
"104746","mankov ilya",73,91.8,98.5,21.3,44,"2021JP3004RLQ","qualification",7.7,0
"104747","maerkl kilian",69.2,91.7,94,13.2,46.5,"2021JP3004RLQ","qualification",9.5,0
"104748","geiger karl",139.8,92,127,72.6,54,"2021JP3005RL","1st round",13.2,0
"104749","geiger karl",151.3,91,136.5,89.7,56,"2021JP3005RL","final round",-2.5,8.1
"104750","stoch kamil",136,91,125,69,55,"2021JP3005RL","1st round",12,0
"104751","stoch kamil",152.3,90.4,132.5,82.5,57,"2021JP3005RL","final round",4.7,8.1
"104752","lindvik marius",138.5,91.1,126.5,71.7,55,"2021JP3005RL","1st round",11.8,0
"104753","lindvik marius",146.7,90,135.5,87.9,53,"2021JP3005RL","final round",-2.3,8.1
"104754","granerud halvor egner",131.2,91.1,122,63.6,54,"2021JP3005RL","1st round",13.6,0
"104755","granerud halvor egner",148.9,90.5,131,79.8,55.5,"2021JP3005RL","final round",5.5,8.1
"104756","eisenbichler markus",121.7,91.7,118,56.4,52,"2021JP3005RL","1st round",13.3,0
"104757","eisenbichler markus",152.6,92,142,99.6,49.5,"2021JP3005RL","final round",3.5,0
"104758","kraft stefan",133.9,91.4,126.5,71.7,54,"2021JP3005RL","1st round",8.2,0
"104759","kraft stefan",139.7,91,125,69,54,"2021JP3005RL","final round",8.6,8.1
"104760","stekala andrzej",126.1,91.4,123,65.4,52.5,"2021JP3005RL","1st round",8.2,0
"104761","stekala andrzej",147.2,91.5,136.5,89.7,56.5,"2021JP3005RL","final round",1,0
"104762","aschenwald philipp",138.4,91.6,130,78,55,"2021JP3005RL","1st round",5.4,0
"104763","aschenwald philipp",134.6,90.9,127,72.6,54,"2021JP3005RL","final round",-0.1,8.1
"104764","lanisek anze",126.1,91.8,120.5,60.9,52.5,"2021JP3005RL","1st round",12.7,0
"104765","lanisek anze",144,91.9,135.5,87.9,51,"2021JP3005RL","final round",5.1,0
"104766","jelar ziga",133.8,91.2,128,74.4,54,"2021JP3005RL","1st round",5.4,0
"104767","jelar ziga",136,90.9,124,67.2,53.5,"2021JP3005RL","final round",7.2,8.1
"104768","hoerl jan",133.7,91.2,129,76.2,54,"2021JP3005RL","1st round",3.5,0
"104769","hoerl jan",133,90.6,123.5,66.3,53.5,"2021JP3005RL","final round",5.1,8.1
"104770","prevc domen",131,91.7,129,76.2,54,"2021JP3005RL","1st round",0.8,0
"104771","prevc domen",135.2,90.9,126.5,71.7,55.5,"2021JP3005RL","final round",-0.1,8.1
"104772","huber daniel",129.3,91.5,121,61.8,53,"2021JP3005RL","1st round",14.5,0
"104773","huber daniel",136.1,91.6,127.5,73.5,55,"2021JP3005RL","final round",7.6,0
"104774","kobayashi ryoyu",129.4,91.2,123,65.4,53,"2021JP3005RL","1st round",11,0
"104775","kobayashi ryoyu",135.8,91.5,128,74.4,54,"2021JP3005RL","final round",7.4,0
"104776","kubacki dawid",129.7,91.6,122,63.6,53,"2021JP3005RL","1st round",13.1,0
"104777","kubacki dawid",134.6,91.6,126.5,71.7,54,"2021JP3005RL","final round",8.9,0
"104778","sato keiichi",131.3,91.2,125,69,53.5,"2021JP3005RL","1st round",8.8,0
"104779","sato keiichi",132.5,90.9,123,65.4,53,"2021JP3005RL","final round",6,8.1
"104780","prevc peter",123.7,91,123,65.4,51.5,"2021JP3005RL","1st round",6.8,0
"104781","prevc peter",137.7,91.3,129.5,77.1,54.5,"2021JP3005RL","final round",6.1,0
"104782","sato yukiya",130.7,90.6,122.5,64.5,52,"2021JP3005RL","1st round",14.2,0
"104783","sato yukiya",130,90.8,124,67.2,53.5,"2021JP3005RL","final round",9.3,0
"104784","prevc cene",126.3,91.2,125,69,53.5,"2021JP3005RL","1st round",3.8,0
"104785","prevc cene",133.7,91.5,128.5,75.3,54,"2021JP3005RL","final round",4.4,0
"104786","nakamura naoki",126.9,91.1,125,69,52.5,"2021JP3005RL","1st round",5.4,0
"104787","nakamura naoki",132.1,91.2,128,74.4,54,"2021JP3005RL","final round",3.7,0
"104788","zyla piotr",123,91.3,119.5,59.1,52.5,"2021JP3005RL","1st round",11.4,0
"104789","zyla piotr",133.7,91.6,129,76.2,52.5,"2021JP3005RL","final round",5,0
"104790","tande daniel andre",124.9,91.2,124,67.2,53,"2021JP3005RL","1st round",4.7,0
"104791","tande daniel andre",129.9,91.5,127,72.6,54,"2021JP3005RL","final round",3.3,0
"104792","aalto antti",124.9,91.3,124,67.2,52.5,"2021JP3005RL","1st round",5.2,0
"104793","aalto antti",129.1,91.3,128.5,75.3,53.5,"2021JP3005RL","final round",0.3,0
"104794","lackner thomas",124.2,91.2,124.5,68.1,53,"2021JP3005RL","1st round",3.1,0
"104795","lackner thomas",127.3,91.4,128,74.4,54,"2021JP3005RL","final round",-1.1,0
"104796","freund severin",124,91.5,123.5,66.3,53,"2021JP3005RL","1st round",4.7,0
"104797","freund severin",125.5,91.8,126,70.8,54,"2021JP3005RL","final round",0.7,0
"104798","klimov evgeniy",129.3,91.3,126.5,71.7,53,"2021JP3005RL","1st round",4.6,0
"104799","klimov evgeniy",116.1,91.4,118.5,57.3,51,"2021JP3005RL","final round",7.8,0
"104800","deschwanden gregor",121.6,91.6,121,61.8,52.5,"2021JP3005RL","1st round",7.3,0
"104801","deschwanden gregor",123.4,91.8,123.5,66.3,52.5,"2021JP3005RL","final round",4.6,0
"104802","kobayashi junshiro",120.6,90.9,122,63.6,51.5,"2021JP3005RL","1st round",5.5,0
"104803","kobayashi junshiro",122.7,91,122.5,64.5,52.5,"2021JP3005RL","final round",5.7,0
"104804","zografski vladimir",128.1,90.8,126,70.8,52.5,"2021JP3005RL","1st round",4.8,0
"104805","zografski vladimir",114.9,91.1,119,58.2,51,"2021JP3005RL","final round",5.7,0
"104806","muranka klemens",120.8,90.8,122,63.6,52,"2021JP3005RL","1st round",5.2,0
"104807","muranka klemens",117.5,91.3,120.5,60.9,51.5,"2021JP3005RL","final round",5.1,0
"104808","kytosaho niko",119.4,91.1,121,61.8,52,"2021JP3005RL","1st round",5.6,0
"104809","ammann simon",119,91.3,122,63.6,52.5,"2021JP3005RL","1st round",2.9,0
"104810","paschke pius",118.8,91,116.5,53.7,51,"2021JP3005RL","1st round",14.1,0
"104811","pavlovcic bor",118.8,91.8,117.5,55.5,51.5,"2021JP3005RL","1st round",11.8,0
"104812","forfang johann andre",118.6,91.3,118,56.4,51.5,"2021JP3005RL","1st round",10.7,0
"104813","schmid constantin",118,91.8,117,54.6,52,"2021JP3005RL","1st round",11.4,0
"104814","nazarov mikhail",114.6,90.7,118,56.4,51,"2021JP3005RL","1st round",7.2,0
"104815","siegel david",114.1,91.4,118,56.4,52.5,"2021JP3005RL","1st round",5.2,0
"104816","johansson robert",113.3,91.1,115.5,51.9,49.5,"2021JP3005RL","1st round",11.9,0
"104817","aigro artti",113.1,90.8,120,60,50,"2021JP3005RL","1st round",3.1,0
"104818","freitag richard",113,90.9,118.5,57.3,52,"2021JP3005RL","1st round",3.7,0
"104819","schiffner markus",112.7,91.5,118.5,57.3,51,"2021JP3005RL","1st round",4.4,0
"104820","hamann martin",112.4,91.3,114,49.2,51,"2021JP3005RL","1st round",12.2,0
"104821","kot maciej",112,91.3,118.5,57.3,51,"2021JP3005RL","1st round",3.7,0
"104822","zniszczol aleksander",111.5,91,117,54.6,50.5,"2021JP3005RL","1st round",6.4,0
"104823","wellinger andreas",108.5,91.7,115,51,52.5,"2021JP3005RL","1st round",5,0
"104824","boyd-clowes mackenzie",108.3,91.5,115.5,51.9,50.5,"2021JP3005RL","1st round",5.9,0
"104825","hayboeck michael",108,91.6,112.5,46.5,51,"2021JP3005RL","1st round",10.5,0
"104826","baer moritz",108,91.1,114.5,50.1,51,"2021JP3005RL","1st round",6.9,0
"104827","eriksen sander vossan",103.5,91.1,111.5,44.7,50,"2021JP3005RL","1st round",8.8,0
"104828","kozisek cestmir",101.4,91.2,111,43.8,50.5,"2021JP3005RL","1st round",7.1,0
"104829","polasek viktor",99.7,90.5,111,43.8,50.5,"2021JP3005RL","1st round",5.4,0
"104830","roth luca",99.5,91.4,110,42,49.5,"2021JP3005RL","1st round",8,0
"104831","peter dominik",97.3,91.4,110.5,42.9,51,"2021JP3005RL","1st round",3.4,0
"104832","foubert valentin",96.8,91.2,110.5,42.9,50.5,"2021JP3005RL","1st round",3.4,0
"104833","koudelka roman",94.7,91.2,107.5,37.5,50.5,"2021JP3005RL","1st round",6.7,0
"104834","maerkl kilian",94.5,90.8,108,38.4,50,"2021JP3005RL","1st round",6.1,0
"104835","soukup matthew",92.3,91.3,109.5,41.1,49.5,"2021JP3005RL","1st round",1.7,0
"104836","contamine mathis",91,90.8,105,33,49,"2021JP3005RL","1st round",9,0
"104837","bresadola giovanni",86.2,90.8,107,36.6,45,"2021JP3005RL","1st round",4.6,0
"104838","mankov ilya",83.6,91,105.5,33.9,47,"2021JP3005RL","1st round",2.7,0
"104839","larson casey",69.7,90.5,97,18.6,45,"2021JP3005RL","1st round",6.1,0
"104840","lanisek anze",138.6,90.6,139,85.2,55.5,"2021JP3006RLQ","qualification",-2.1,0
"104841","granerud halvor egner",138.1,90.5,143,92.4,49.5,"2021JP3006RLQ","qualification",-3.8,0
"104842","eisenbichler markus",137.9,90.1,135.5,78.9,55.5,"2021JP3006RLQ","qualification",3.5,0
"104843","kraft stefan",136.1,90.9,137,81.6,55.5,"2021JP3006RLQ","qualification",-1,0
"104844","geiger karl",134.3,91.1,132,72.6,54.5,"2021JP3006RLQ","qualification",7.2,0
"104845","stoch kamil",134.1,90,132.5,73.5,55.5,"2021JP3006RLQ","qualification",5.1,0
"104846","kobayashi ryoyu",134.1,90.6,133,74.4,55,"2021JP3006RLQ","qualification",4.7,0
"104847","kubacki dawid",131.2,90.9,128,65.4,54,"2021JP3006RLQ","qualification",11.8,0
"104848","stekala andrzej",129.8,90.6,133,74.4,52.5,"2021JP3006RLQ","qualification",2.9,0
"104849","forfang johann andre",129,90.3,133,74.4,54.5,"2021JP3006RLQ","qualification",0.1,0
"104850","sato keiichi",128.7,90.5,131.5,71.7,53.5,"2021JP3006RLQ","qualification",3.5,0
"104851","hayboeck michael",128.6,90.5,131,70.8,52,"2021JP3006RLQ","qualification",5.8,0
"104852","johansson robert",128.5,90.5,132,72.6,54.5,"2021JP3006RLQ","qualification",1.4,0
"104853","sato yukiya",128.4,89.5,128.5,66.3,52.5,"2021JP3006RLQ","qualification",9.6,0
"104854","huber daniel",128,90.4,133,74.4,54,"2021JP3006RLQ","qualification",-0.4,0
"104855","zografski vladimir",124.9,90,133,74.4,54,"2021JP3006RLQ","qualification",-3.5,0
"104856","boyd-clowes mackenzie",123.6,90.6,131.5,71.7,51.5,"2021JP3006RLQ","qualification",0.4,0
"104857","kytosaho niko",123.4,90.2,130,69,53.5,"2021JP3006RLQ","qualification",0.9,0
"104858","kobayashi junshiro",122.9,89.9,130,69,54,"2021JP3006RLQ","qualification",-0.1,0
"104859","aalto antti",122.8,90.6,128,65.4,52.5,"2021JP3006RLQ","qualification",4.9,0
"104860","prevc peter",121.8,90.5,126.5,62.7,53,"2021JP3006RLQ","qualification",6.1,0
"104861","freitag richard",121.8,90.1,129,67.2,53.5,"2021JP3006RLQ","qualification",1.1,0
"104862","aschenwald philipp",121,90.4,127.5,64.5,52.5,"2021JP3006RLQ","qualification",4,0
"104863","freund severin",121,90.3,127.5,64.5,52,"2021JP3006RLQ","qualification",4.5,0
"104864","nakamura naoki",120.6,90.1,126,61.8,52.5,"2021JP3006RLQ","qualification",6.3,0
"104865","muranka klemens",120.4,90.4,129.5,68.1,52.5,"2021JP3006RLQ","qualification",-0.2,0
"104866","nazarov mikhail",119.6,90.1,125.5,60.9,51,"2021JP3006RLQ","qualification",7.7,0
"104867","schiffner markus",119.5,91,127.5,64.5,52.5,"2021JP3006RLQ","qualification",2.5,0
"104868","kot maciej",119.4,90.3,128.5,66.3,52.5,"2021JP3006RLQ","qualification",0.6,0
"104869","pavlovcic bor",118.7,90.5,128,65.4,51.5,"2021JP3006RLQ","qualification",1.8,0
"104870","deschwanden gregor",118.3,90.6,128.5,66.3,52.5,"2021JP3006RLQ","qualification",-0.5,0
"104871","hamann martin",117.2,90.3,124.5,59.1,52,"2021JP3006RLQ","qualification",6.1,0
"104872","paschke pius",117,90.2,123.5,57.3,52,"2021JP3006RLQ","qualification",7.7,0
"104873","baer moritz",116.5,90.2,127.5,64.5,52.5,"2021JP3006RLQ","qualification",-0.5,0
"104874","prevc cene",116.3,90.4,128,65.4,52.5,"2021JP3006RLQ","qualification",-1.6,0
"104875","jelar ziga",115.8,90.4,125.5,60.9,52.5,"2021JP3006RLQ","qualification",2.4,0
"104876","schmid constantin",115.5,90.8,124.5,59.1,52,"2021JP3006RLQ","qualification",4.4,0
"104877","kozisek cestmir",115.3,90.3,129,67.2,51.5,"2021JP3006RLQ","qualification",-3.4,0
"104878","zyla piotr",114.8,90.5,121,52.8,51.5,"2021JP3006RLQ","qualification",10.5,0
"104879","tande daniel andre",114.5,90.4,123.5,57.3,52,"2021JP3006RLQ","qualification",5.2,0
"104880","hoerl jan",114.1,90.1,123,56.4,52,"2021JP3006RLQ","qualification",5.7,0
"104881","prevc domen",113.3,90.7,123,56.4,52,"2021JP3006RLQ","qualification",4.9,0
"104882","aigro artti",111.2,90,123,56.4,51,"2021JP3006RLQ","qualification",3.8,0
"104883","peter dominik",110.2,90.4,123,56.4,51.5,"2021JP3006RLQ","qualification",2.3,0
"104884","polasek viktor",110.1,89.4,123.5,57.3,52,"2021JP3006RLQ","qualification",0.8,0
"104885","lackner thomas",109.7,90.3,123,56.4,51,"2021JP3006RLQ","qualification",2.3,0
"104886","zniszczol aleksander",107.7,90.3,121.5,53.7,50,"2021JP3006RLQ","qualification",4,0
"104887","klimov evgeniy",107.6,90.3,122,54.6,51,"2021JP3006RLQ","qualification",2,0
"104888","eriksen sander vossan",105.8,90.1,121.5,53.7,50,"2021JP3006RLQ","qualification",2.1,0
"104889","siegel david",103.3,90.7,122,54.6,51,"2021JP3006RLQ","qualification",-2.3,0
"104890","soukup matthew",101.7,90.2,120,51,51,"2021JP3006RLQ","qualification",-0.3,0
"104891","ammann simon",100.5,90.7,118,47.4,51,"2021JP3006RLQ","qualification",2.1,0
"104892","wellinger andreas",100.1,91,119,49.2,51,"2021JP3006RLQ","qualification",-0.1,0
"104893","bresadola giovanni",98.6,89.9,119,49.2,50,"2021JP3006RLQ","qualification",-0.6,0
"104894","maerkl kilian",96.6,90.2,117,45.6,51,"2021JP3006RLQ","qualification",0,0
"104895","koudelka roman",95.8,90.3,111,34.8,49.5,"2021JP3006RLQ","qualification",11.5,0
"104896","roth luca",95.3,90.5,114,40.2,49.5,"2021JP3006RLQ","qualification",5.6,0
"104897","foubert valentin",92.4,90.4,112.5,37.5,49.5,"2021JP3006RLQ","qualification",5.4,0
"104898","contamine mathis",88.7,89.6,111,34.8,49,"2021JP3006RLQ","qualification",4.9,0
"104899","larson casey",78.4,89.9,108,29.4,49,"2021JP3006RLQ","qualification",0,0
"104900","dean decker",77.3,89.9,101,16.8,48,"2021JP3006RLQ","qualification",12.5,0
"104901","kubacki dawid",137.7,90.7,139,85.2,55.5,"2021JP3007RL","1st round",0.8,-3.8
"104902","kubacki dawid",144.4,90.6,144,94.2,55.5,"2021JP3007RL","final round",-5.3,0
"104903","granerud halvor egner",138.7,90.2,137,81.6,56,"2021JP3007RL","1st round",4.9,-3.8
"104904","granerud halvor egner",136.2,90.2,136,79.8,55.5,"2021JP3007RL","final round",0.9,0
"104905","zyla piotr",124.3,90,129.5,68.1,52.5,"2021JP3007RL","1st round",3.7,0
"104906","zyla piotr",136.1,90.2,137,81.6,54.5,"2021JP3007RL","final round",0,0
"104907","stoch kamil",131.5,89.9,135,78,55.5,"2021JP3007RL","1st round",1.8,-3.8
"104908","stoch kamil",128.5,89.9,132,72.6,55,"2021JP3007RL","final round",0.9,0
"104909","geiger karl",119.7,90.7,131,70.8,53,"2021JP3007RL","1st round",-0.3,-3.8
"104910","geiger karl",140.2,90.7,138,83.4,54.5,"2021JP3007RL","final round",2.3,0
"104911","aschenwald philipp",126.7,90.1,130,69,54,"2021JP3007RL","1st round",3.7,0
"104912","aschenwald philipp",131,90.2,136.5,80.7,54,"2021JP3007RL","final round",-3.7,0
"104913","eisenbichler markus",129.4,89.9,137.5,82.5,54.5,"2021JP3007RL","1st round",-3.8,-3.8
"104914","eisenbichler markus",127.8,89.9,134,76.2,53.5,"2021JP3007RL","final round",-1.9,0
"104915","kobayashi ryoyu",125,90.4,133.5,75.3,55,"2021JP3007RL","1st round",-1.5,-3.8
"104916","kobayashi ryoyu",132.2,90.4,132,72.6,54,"2021JP3007RL","final round",5.6,0
"104917","forfang johann andre",124.2,90.1,128.5,66.3,52.5,"2021JP3007RL","1st round",9.2,-3.8
"104918","forfang johann andre",132,90.3,139,85.2,51,"2021JP3007RL","final round",-4.2,0
"104919","stekala andrzej",125.3,90.4,133.5,75.3,54,"2021JP3007RL","1st round",-0.2,-3.8
"104920","stekala andrzej",128.4,90.2,133,74.4,54,"2021JP3007RL","final round",0,0
"104921","hamann martin",123.1,89.7,128.5,66.3,52.5,"2021JP3007RL","1st round",4.3,0
"104922","hamann martin",128.6,90,135.5,78.9,53.5,"2021JP3007RL","final round",-3.8,0
"104923","lanisek anze",118.1,90.3,138.5,84.3,40,"2021JP3007RL","1st round",-2.4,-3.8
"104924","lanisek anze",132.6,90.4,135,78,55.5,"2021JP3007RL","final round",-0.9,0
"104925","prevc peter",119,89.8,129.5,68.1,53.5,"2021JP3007RL","1st round",-2.6,0
"104926","prevc peter",130.1,90.2,139,85.2,50,"2021JP3007RL","final round",-5.1,0
"104927","huber daniel",121.9,89.8,132,72.6,54,"2021JP3007RL","1st round",-4.7,0
"104928","huber daniel",124.7,90,133,74.4,54,"2021JP3007RL","final round",-3.7,0
"104929","tande daniel andre",116.9,89.9,126,61.8,53,"2021JP3007RL","1st round",2.1,0
"104930","tande daniel andre",127.5,90,133.5,75.3,55.5,"2021JP3007RL","final round",-3.3,0
"104931","paschke pius",122.8,89.5,127.5,64.5,53,"2021JP3007RL","1st round",5.3,0
"104932","paschke pius",116.1,89.8,127,63.6,52.5,"2021JP3007RL","final round",0,0
"104933","kobayashi junshiro",117.4,89.6,128.5,66.3,52.5,"2021JP3007RL","1st round",-1.4,0
"104934","kobayashi junshiro",120.5,89.9,131,70.8,52.5,"2021JP3007RL","final round",-2.8,0
"104935","johansson robert",115.3,90.1,124.5,59.1,51.5,"2021JP3007RL","1st round",4.7,0
"104936","johansson robert",122.2,90.2,127.5,64.5,52.5,"2021JP3007RL","final round",5.2,0
"104937","deschwanden gregor",115.8,90.2,128,65.4,52.5,"2021JP3007RL","1st round",-2.1,0
"104938","deschwanden gregor",120.9,90.5,129.5,68.1,52.5,"2021JP3007RL","final round",0.3,0
"104939","nazarov mikhail",112.3,89.4,128,65.4,52.5,"2021JP3007RL","1st round",-5.6,0
"104940","nazarov mikhail",124,90.1,129.5,68.1,52,"2021JP3007RL","final round",3.9,0
"104941","hoerl jan",118.1,89.9,126.5,62.7,53.5,"2021JP3007RL","1st round",5.7,-3.8
"104942","hoerl jan",117.2,89.8,130,69,50,"2021JP3007RL","final round",-1.8,0
"104943","muranka klemens",119.2,89.5,130.5,69.9,52.5,"2021JP3007RL","1st round",-3.2,0
"104944","muranka klemens",112.8,89.9,126,61.8,51,"2021JP3007RL","final round",0,0
"104945","boyd-clowes mackenzie",112.1,90,125.5,60.9,51.5,"2021JP3007RL","1st round",-0.3,0
"104946","boyd-clowes mackenzie",119.4,90.4,126,61.8,52,"2021JP3007RL","final round",5.6,0
"104947","lackner thomas",114.7,90.5,126.5,62.7,52.5,"2021JP3007RL","1st round",3.3,-3.8
"104948","lackner thomas",116.8,90.5,130,69,52.5,"2021JP3007RL","final round",-4.7,0
"104949","aalto antti",116.8,90,127.5,64.5,52,"2021JP3007RL","1st round",0.3,0
"104950","aalto antti",110.2,90.1,123,56.4,51,"2021JP3007RL","final round",2.8,0
"104951","sato keiichi",115.5,89.8,127.5,64.5,52.5,"2021JP3007RL","1st round",-1.5,0
"104952","sato keiichi",111.2,89.6,123,56.4,51.5,"2021JP3007RL","final round",3.3,0
"104953","freitag richard",114.9,89.9,129,67.2,53,"2021JP3007RL","1st round",-5.3,0
"104954","freitag richard",111.5,89.6,126,61.8,52.5,"2021JP3007RL","final round",-2.8,0
"104955","kraft stefan",120.6,90.3,132.5,73.5,51,"2021JP3007RL","1st round",-0.1,-3.8
"104956","kraft stefan",105.5,90.2,124,58.2,51.5,"2021JP3007RL","final round",-4.2,0
"104957","prevc cene",112.2,89.7,122,54.6,51,"2021JP3007RL","1st round",6.6,0
"104958","prevc cene",111.1,90.2,123.5,57.3,51,"2021JP3007RL","final round",2.8,0
"104959","sato yukiya",106,88.7,121.5,53.7,51,"2021JP3007RL","1st round",1.3,0
"104960","sato yukiya",105.9,89.6,122,54.6,49.5,"2021JP3007RL","final round",1.8,0
"104961","zografski vladimir",111.9,89.5,122.5,55.5,51.5,"2021JP3007RL","1st round",4.9,0
"104962","nakamura naoki",108.5,89.2,128.5,66.3,52.5,"2021JP3007RL","1st round",-10.3,0
"104963","schiffner markus",108.4,90.2,123,56.4,51,"2021JP3007RL","1st round",1,0
"104964","hayboeck michael",108.3,90,122,54.6,51,"2021JP3007RL","1st round",2.7,0
"104965","kot maciej",108.2,89.5,126.5,62.7,52,"2021JP3007RL","1st round",-6.5,0
"104966","zniszczol aleksander",108.2,90.2,125,60,51,"2021JP3007RL","1st round",1,-3.8
"104967","prevc domen",107.2,90.3,122,54.6,51.5,"2021JP3007RL","1st round",4.9,-3.8
"104968","aigro artti",104.9,89.6,124,58.2,50.5,"2021JP3007RL","1st round",0,-3.8
"104969","freund severin",104.1,89.8,123,56.4,51,"2021JP3007RL","1st round",-3.3,0
"104970","jelar ziga",103.7,89.8,122,54.6,50.5,"2021JP3007RL","1st round",-1.4,0
"104971","eriksen sander vossan",100.4,89.9,117.5,46.5,51,"2021JP3007RL","1st round",6.7,-3.8
"104972","peter dominik",97.8,90.5,120,51,51,"2021JP3007RL","1st round",-0.4,-3.8
"104973","baer moritz",97.5,89.7,116.5,44.7,51,"2021JP3007RL","1st round",1.8,0
